"SALK_Line","endolocus","endo.area","tdna.area","area.ratio","littleN","failedN","ratiocat"
"SALK_075713C","PetC",1515.531,1200.385,0.904888297214743,2,1,"0.5 -> 1.5"
"SALK_075727C","PetC",348.314,1909.678,5.48263348587768,1,0,"1.5 -> Inf"
"SALK_075796C","PetC",1469.627,1883.042,1.28130607290149,1,2,"0.5 -> 1.5"
"SALK_075966C","PetC",2952.03866666667,4934.60466666667,1.55818607078574,3,0,"1.5 -> Inf"
"SALK_075970C","PetC",1405.018,1829.205,1.21348818716799,6,1,"0.5 -> 1.5"
"SALK_075994C","PetC",857.056,1574.7635,1.84269901545375,2,0,"1.5 -> Inf"
"SALK_076054C","PetC",1158.885,1910.62225,1.71072150040339,4,0,"1.5 -> Inf"
"SALK_076067C","PetC",5270.27833333333,2678.335,NA,4,0,NA
"SALK_076082C","PetC",3424.8555,5907.64075,1.95217554256522,4,1,"1.5 -> Inf"
"SALK_076158C","PetC",2724.4715,6415.939,6.12647815384264,4,1,"1.5 -> Inf"
"SALK_076197C","PetC",4102.73925,3618.25175,1.24616886627244,4,1,"0.5 -> 1.5"
"SALK_076216C","PetC",3073.84275,5204.7925,1.82198561125614,4,0,"1.5 -> Inf"
"SALK_076254C","PetC",673.9705,3312.688,4.9595554099021,2,1,"1.5 -> Inf"
"SALK_076273C","PetC",2163.6525,2127.713,0.984200491396255,2,0,"0.5 -> 1.5"
"SALK_076324C","PetC",1538.8595,1533.506,0.996475260078838,2,0,"0.5 -> 1.5"
"SALK_076360C","PetC",1797.299,2064.1525,1.15077977455221,2,0,"0.5 -> 1.5"
"SALK_076362C","PetC",1981.4515,1464.556,5.96179225505481,4,1,"1.5 -> Inf"
"SALK_076366C","PetC",2269.22,3435.58266666667,1.97009190428124,9,1,"1.5 -> Inf"
"SALK_076376C","PetC",NA,NA,NA,0,3,NA
"SALK_076468C","PetC",1266.435,984.142,0.777096337356438,1,1,"0.5 -> 1.5"
"SALK_076494C","PetC",NA,NA,NA,0,7,NA
"SALK_076510C","PetC",816.678,1023.385,1.25310709973821,1,5,"0.5 -> 1.5"
"SALK_076550C","PetC",3306.937,2930.713,NA,4,10,NA
"SALK_076576C","PetC",2966.456,3171.92,1.06926244650182,1,6,"0.5 -> 1.5"
"SALK_076582C","PetC",87.778,1646.092,18.7528993597485,1,0,"1.5 -> Inf"
"SALK_076606C","PetC",107.485,1330.556,12.3789924175466,1,1,"1.5 -> Inf"
"SALK_076630C","PetC",229.314,1155.385,5.03844074064383,1,0,"1.5 -> Inf"
"SALK_076651C","PetC",NA,NA,NA,0,3,NA
"SALK_076686C","PetC",NA,NA,NA,0,2,NA
"SALK_076708C","PetC",102.485,1832.213,17.8778650534225,1,2,"1.5 -> Inf"
"SALK_076729C","PetC",1337.506,1230.092,0.919690827555166,1,0,"0.5 -> 1.5"
"SALK_076731C","PetC",NA,NA,NA,0,2,NA
"SALK_076748C","PetC",NA,1809.92,NA,1,1,NA
"SALK_076754C","PetC",486.314,2486.385,5.11271524159288,1,0,"1.5 -> Inf"
"SALK_076983C","PetC",NA,NA,NA,0,2,NA
"SALK_077041C","PetC",NA,NA,NA,0,2,NA
"SALK_077061C","PetC",1893.678,2158.971,1.14009403921892,1,0,"0.5 -> 1.5"
"SALK_077261C","PetC",NA,NA,NA,0,1,NA
"SALK_077395C","PetC",NA,NA,NA,0,1,NA
"SALK_077443C","PetC",910.7025,974.2635,5.81655980254316,2,0,"1.5 -> Inf"
"SALK_077682C","PetC",NA,2964.274,NA,2,0,NA
"SALK_077684C","PetC",NA,NA,NA,0,1,NA
"SALK_077687C","PetC",76.899,1486.385,19.3290549942132,1,0,"1.5 -> Inf"
"SALK_077704C","PetC",1078.46,3009.8866,7.77124935568361,5,2,"1.5 -> Inf"
"SALK_077710C","PetC",222.142,262.728,1.18270295576703,1,0,"0.5 -> 1.5"
"SALK_077747C","PetC",351.8995,3552.92,75.0361670948499,2,2,"1.5 -> Inf"
"SALK_077749C","PetC",1138.142,1961.556,1.72347211507879,1,0,"1.5 -> Inf"
"SALK_077789C","PetC",446.263,198.607,0.445044738192501,1,0,"0 -> 0.5"
"SALK_077792C","PetC",NA,NA,NA,0,3,NA
"SALK_077859C","PetC",1289.263,2509.971,1.94682621001301,1,0,"1.5 -> Inf"
"SALK_077881C","PetC",3706.90433333333,6766.474,2.04158372025879,3,6,"1.5 -> Inf"
"SALK_077882C","PetC",374.142,1462.971,3.91020254341934,1,0,"1.5 -> Inf"
"SALK_077963C","PetC",NA,NA,NA,0,1,NA
"SALK_077974C","PetC",971.263,3032.506,3.12222950941197,1,0,"1.5 -> Inf"
"SALK_077996C","PetC",NA,NA,NA,0,7,NA
"SALK_078040C","PetC",NA,NA,NA,0,2,NA
"SALK_078045C","PetC",409.451666666667,1288.23966666667,4.07921449092348,3,0,"1.5 -> Inf"
"SALK_078070C","PetC",NA,NA,NA,0,4,NA
"SALK_078071C","PetC",NA,NA,NA,0,1,NA
"SALK_078076C","PetC",2735.0925,NA,NA,6,2,NA
"SALK_078274C","PetC",NA,NA,NA,0,4,NA
"SALK_078378C","PetC",345.607,2773.092,8.02383053583984,1,2,"1.5 -> Inf"
"SALK_078407C","PetC",NA,1862.092,NA,1,0,NA
"SALK_078409C","PetC",1443.749,2290.042,1.58617737570727,1,3,"1.5 -> Inf"
"SALK_078410C","PetC",NA,NA,NA,0,1,NA
"SALK_078468C","PetC",NA,NA,NA,0,3,NA
"SALK_078537C","PetC",NA,NA,NA,0,5,NA
"SALK_078544C","PetC",NA,NA,NA,0,4,NA
"SALK_078576C","PetC",265.142,320.142,1.20743601541815,1,0,"0.5 -> 1.5"
"SALK_078598C","PetC",NA,NA,NA,0,3,NA
"SALK_078605C","PetC",139.1315,2248.4455,16.0724872298636,2,2,"1.5 -> Inf"
"SALK_078611C","PetC",357.728,1221.556,3.41476205385097,1,0,"1.5 -> Inf"
"SALK_078646C","PetC",880.556,2166.971,2.46091219638501,1,0,"1.5 -> Inf"
"SALK_078678C","PetC",376.021,2410.263,6.40991593554615,1,0,"1.5 -> Inf"
"SALK_078721C","PetC",371.839,2046.028,6.59922034884658,3,0,"1.5 -> Inf"
"SALK_078726C","PetC",NA,375.263,NA,1,0,NA
"SALK_078749C","PetC",439.849,1611.263,3.66321851362627,1,0,"1.5 -> Inf"
"SALK_078782C","PetC",1292.366,7506.261,5.95538638700046,2,0,"1.5 -> Inf"
"SALK_078788C","PetC",2739.03225,3107.27175,1.02697235464979,4,1,"0.5 -> 1.5"
"SALK_078802C","PetC",3773.019,5658.848,2.33126811879061,4,0,"1.5 -> Inf"
"SALK_078808C","PetC",3770.56775,4288.4465,1.17278378818375,4,0,"0.5 -> 1.5"
"SALK_078886C","PetC",559.142,2347.678,4.19871517432065,1,0,"1.5 -> Inf"
"SALK_078975C","PetC",1194.92,371.728,0.311090282194624,1,0,"0 -> 0.5"
"SALK_079031C","PetC",5268.78725,4278.82475,0.968214154309612,4,0,"0.5 -> 1.5"
"SALK_079193C","PetC",1261.9754,1595.5212,1.78822099024018,5,0,"1.5 -> Inf"
"SALK_079210C","PetC",3072.09114285714,NA,NA,7,1,NA
"SALK_079232C","PetC",519.849,1287.263,2.47622482682471,1,0,"1.5 -> Inf"
"SALK_079402C","PetC",NA,NA,NA,0,1,NA
"SALK_079430C","PetC",1381.5165,1847.138,1.34134378166549,2,2,"0.5 -> 1.5"
"SALK_079467C","PetC",1597.7385,3207.2135,2.01823510727271,2,0,"1.5 -> Inf"
"SALK_079491C","PetC",2949.4566,NA,NA,5,0,NA
"SALK_079539C","PetC",1938.4455,1162.9095,0.637645258785798,2,0,"0.5 -> 1.5"
"SALK_079666C","PetC",1854.0045,4880.628,3.87578042210888,2,0,"1.5 -> Inf"
"SALK_079708C","PetC",1214.506,1312.678,1.08083286537901,1,0,"0.5 -> 1.5"
"SALK_079723C","PetC",625.556,1828.506,2.92300929093478,1,0,"1.5 -> Inf"
"SALK_079737C","PetC",NA,NA,NA,0,2,NA
"SALK_079798C","PetC",125.899,1752.799,13.9222630839006,1,1,"1.5 -> Inf"
"SALK_079811C","PetC",6659.0935,8056.165,1.19980764777274,2,0,"0.5 -> 1.5"
"SALK_079815C","PetC",471.021,1798.385,3.81805694438252,1,0,"1.5 -> Inf"
"SALK_079867C","PetC",NA,NA,NA,0,5,NA
"SALK_079894C","PetC",NA,NA,NA,0,7,NA
"SALK_079902C","PetC",NA,NA,NA,0,3,NA
"SALK_079921C","PetC",2046.87,2208.213,1.0788242536165,1,0,"0.5 -> 1.5"
"SALK_079930C","PetC",1926.638,2351.1985,1.24301034752963,2,0,"0.5 -> 1.5"
"SALK_079990C","PetC",326.142,292.314,0.896278308221572,1,0,"0.5 -> 1.5"
"SALK_080009C","PetC",NA,NA,NA,0,1,NA
"SALK_080024C","PetC",1101.092,2558.6275,2.33254365552368,2,1,"1.5 -> Inf"
"SALK_080071C","PetC",191.849,838.678,4.3715526273267,1,0,"1.5 -> Inf"
"SALK_080096C","PetC",NA,NA,NA,0,1,NA
"SALK_080169C","PetC",4920.0175,143.778,NA,5,4,NA
"SALK_080181C","PetC",NA,NA,NA,0,1,NA
"SALK_080188C","PetC",378.849,782.971,2.06670995568155,1,9,"1.5 -> Inf"
"SALK_080218C","PetC",377.678,118.778,0.314495416730654,1,1,"0 -> 0.5"
"SALK_080245C","PetC",431.021,2332.385,5.41130246554112,1,1,"1.5 -> Inf"
"SALK_080255C","PetC",40.243,1457.678,36.22190194568,1,1,"1.5 -> Inf"
"SALK_080376C","PetC",825.142,1900.556,2.3033077942948,1,2,"1.5 -> Inf"
"SALK_080414C","PetC",NA,NA,NA,0,3,NA
"SALK_080437C","PetC",455.971,608.799,1.33517043847087,1,0,"0.5 -> 1.5"
"SALK_080467C","PetC",NA,2485.213,NA,1,1,NA
"SALK_080472C","PetC",260.607,2470.678,9.48047443084798,1,0,"1.5 -> Inf"
"SALK_080530C","PetC",603.627,722.556,1.19702398998057,1,0,"0.5 -> 1.5"
"SALK_080582C","PetC",NA,NA,NA,0,4,NA
"SALK_080588C","PetC",NA,NA,NA,0,1,NA
"SALK_080607C","PetC",NA,NA,NA,0,2,NA
"SALK_080653C","PetC",NA,NA,NA,0,2,NA
"SALK_080658C","PetC",1944.527,1604.042,0.824900862780512,1,0,"0.5 -> 1.5"
"SALK_080691C","PetC",135.021,NA,NA,1,0,NA
"SALK_080708C","PetC",NA,NA,NA,0,1,NA
"SALK_080753C","PetC",NA,NA,NA,0,1,NA
"SALK_080766C","PetC",781.263,3023.627,3.87017816023541,1,0,"1.5 -> Inf"
"SALK_080837C","PetC",978.849,2194.678,2.24210067129864,1,0,"1.5 -> Inf"
"SALK_080840C","PetC",NA,NA,NA,0,5,NA
"SALK_080872C","PetC",134.192,724.435,5.39849618457136,1,4,"1.5 -> Inf"
"SALK_080901C","PetC",NA,NA,NA,0,7,NA
"SALK_080910C","PetC",NA,NA,NA,0,1,NA
"SALK_081021C","PetC",NA,NA,NA,0,2,NA
"SALK_081035C","PetC",72.485,371.556,5.12597089052908,1,1,"1.5 -> Inf"
"SALK_081040C","PetC",NA,NA,NA,0,4,NA
"SALK_081049C","PetC",NA,NA,NA,0,3,NA
"SALK_081069C","PetC",NA,NA,NA,0,2,NA
"SALK_081108C","PetC",442.314,478.435,1.08166370496977,1,2,"0.5 -> 1.5"
"SALK_081171C","PetC",NA,NA,NA,0,4,NA
"SALK_081193C","PetC",1855.8095,6538.215,6.31945364822179,2,1,"1.5 -> Inf"
"SALK_081241C","PetC",NA,NA,NA,0,2,NA
"SALK_081293C","PetC",NA,NA,NA,0,1,NA
"SALK_081307C","PetC",327.3995,1712.178,29.0403940066286,2,2,"1.5 -> Inf"
"SALK_081388C","PetC",98.899,128.607,1.30038726377415,1,4,"0.5 -> 1.5"
"SALK_081481C","PetC",436.142,1710.385,3.92162414993282,1,0,"1.5 -> Inf"
"SALK_081488C","PetC",NA,NA,NA,0,2,NA
"SALK_081516C","PetC",NA,NA,NA,0,2,NA
"SALK_081521C","PetC",NA,NA,NA,0,4,NA
"SALK_081524C","PetC",1226.87,615.7635,0.483044925176123,2,1,"0 -> 0.5"
"SALK_081643C","PetC",2317.10566666667,5492.49333333333,2.09491411828335,3,0,"1.5 -> Inf"
"SALK_081676C","PetC",820.556,641.556,0.781855229868528,1,1,"0.5 -> 1.5"
"SALK_081729C","PetC",NA,NA,NA,0,2,NA
"SALK_081860C","PetC",2289.368,3387.5636,1.66211935000992,5,0,"1.5 -> Inf"
"SALK_081914C","PetC",616.935,1709.7955,4.00643770955574,6,2,"1.5 -> Inf"
"SALK_081920C","PetC",1795.35133333333,775.165666666667,0.449273676050758,3,0,"0 -> 0.5"
"SALK_081927C","PetC",1292.9305,3564.5625,4.01881224358417,2,3,"1.5 -> Inf"
"SALK_082155C","PetC",1721.67466666667,2972.298,1.71763982749658,3,0,"1.5 -> Inf"
"SALK_082160C","PetC",1398.42233333333,1745.406,7.56048242829102,3,1,"1.5 -> Inf"
"SALK_082168C","PetC",2378.6525,1476.678,0.620399093227129,2,0,"0.5 -> 1.5"
"SALK_082287C","PetC",NA,NA,NA,0,2,NA
"SALK_082318C","PetC",102.485,1687.971,16.4704200614724,1,1,"1.5 -> Inf"
"SALK_082322C","PetC",338.021,1356.263,4.01236313720153,1,0,"1.5 -> Inf"
"SALK_082375C","PetC",1092.435,1860.263,1.70285920901472,1,0,"1.5 -> Inf"
"SALK_082379C","PetC",NA,1646.627,NA,1,1,NA
"SALK_082396C","PetC",671.435,797.971,1.18845606797382,1,1,"0.5 -> 1.5"
"SALK_082408C","PetC",635.587,1687.52966666667,2.41805791202267,3,3,"1.5 -> Inf"
"SALK_082445C","PetC",173.314,2744.506,15.8354547237961,1,0,"1.5 -> Inf"
"SALK_0824510C","PetC",286.728,1461.849,5.09838243910605,1,0,"1.5 -> Inf"
"SALK_082453C","PetC",559.971,1542.678,2.75492480860616,1,1,"1.5 -> Inf"
"SALK_082464C","PetC",NA,NA,NA,0,1,NA
"SALK_082484C","PetC",2445.92,2847.8345,1.1646402072567,2,1,"0.5 -> 1.5"
"SALK_082527C","PetC",NA,304.728,NA,1,0,NA
"SALK_082545C","PetC",4377.861,NA,NA,1,12,NA
"SALK_082546C","PetC",1118.9665,796.981,0.72246004850053,2,2,"0.5 -> 1.5"
"SALK_082635C","PetC",233.314,2727.213,11.6890242334365,1,1,"1.5 -> Inf"
"SALK_082667C","PetC",NA,NA,NA,0,4,NA
"SALK_082690C","PetC",1416.259,3548.4515,2.36612301633955,2,0,"1.5 -> Inf"
"SALK_082760C","PetC",NA,NA,NA,0,7,NA
"SALK_082761C","PetC",110.607,494.385,4.46974422956956,1,1,"1.5 -> Inf"
"SALK_082777C","PetC",NA,NA,NA,0,2,NA
"SALK_082840C","PetC",3924.2755,4539.104,1.06387035777264,2,0,"0.5 -> 1.5"
"SALK_082855C","PetC",NA,360.092,NA,1,0,NA
"SALK_082965C","PetC",NA,NA,NA,0,2,NA
"SALK_082971C","PetC",450.607,1732.263,3.84428781621235,1,1,"1.5 -> Inf"
"SALK_082973C","PetC",303.642,1533.3595,4.87051410670614,2,1,"1.5 -> Inf"
"SALK_083015C","PetC",365.142,646.142,1.76956362182384,1,0,"1.5 -> Inf"
"SALK_083031C","PetC",NA,NA,NA,0,1,NA
"SALK_083041C","PetC",650.435,1968.678,3.02670981727613,1,0,"1.5 -> Inf"
"SALK_083054C","PetC",NA,NA,NA,0,5,NA
"SALK_083090C","PetC",5.828,1789.971,307.132978723404,1,3,"1.5 -> Inf"
"SALK_083093C ","PetC",1473.678,2430.385,1.64919677161497,1,0,"1.5 -> Inf"
"SALK_083133C","PetC",2928.14333333333,3591.2485,NA,5,3,NA
"SALK_083139C","PetC",NA,NA,NA,0,1,NA
"SALK_083158C","PetC",733.506,528.556,0.720588515976693,1,0,"0.5 -> 1.5"
"SALK_083161C","PetC",NA,115.899,NA,1,0,NA
"SALK_083164C","PetC",NA,NA,NA,0,4,NA
"SALK_083178C","PetC",597.385,3028.042,5.06882831005131,1,0,"1.5 -> Inf"
"SALK_083307C","PetC",257.435,1813.385,7.04404995435741,1,0,"1.5 -> Inf"
"SALK_083315C","PetC",NA,NA,NA,0,2,NA
"SALK_083331C","PetC",NA,640.799,NA,1,0,NA
"SALK_083333C","PetC",NA,1044.799,NA,1,0,NA
"SALK_083334C","PetC",208.142,329.849,1.58473061659828,1,0,"1.5 -> Inf"
"SALK_083343C","PetC",2769.8984,1817.777,1.25936364775635,5,0,"0.5 -> 1.5"
"SALK_083435C","PetC",NA,NA,NA,0,3,NA
"SALK_083548C","PetC",NA,NA,NA,0,4,NA
"SALK_083600C","PetC",2989.03,5672.41666666667,7.26835891713055,4,9,"1.5 -> Inf"
"SALK_083613C","PetC",NA,NA,NA,0,5,NA
"SALK_083656C","PetC",NA,NA,NA,0,3,NA
"SALK_083681C","PetC",658.728,1067.142,1.62000400772398,1,3,"1.5 -> Inf"
"SALK_083697C","PetC",2234.147625,2389.36125,1.10323419893557,8,0,"0.5 -> 1.5"
"SALK_083739C","PetC",819.092,1102.042,1.34544349108525,1,0,"0.5 -> 1.5"
"SALK_083759C","PetC",NA,NA,NA,0,2,NA
"SALK_083764C","PetC",NA,NA,NA,0,4,NA
"SALK_083771C","PetC",68.778,3034.799,44.124560179127,1,0,"1.5 -> Inf"
"SALK_083793C","PetC",184.021,2844.799,15.4590997766559,1,0,"1.5 -> Inf"
"SALK_083797C","PetC",NA,NA,NA,0,3,NA
"SALK_083802C","PetC",1694.13366666667,1068.02233333333,0.629529648989894,3,3,"0.5 -> 1.5"
"SALK_083828C","PetC",73.192,231.728,3.16602907421576,1,0,"1.5 -> Inf"
"SALK_083897C","PetC",NA,2006.385,NA,1,0,NA
"SALK_083945C","PetC",NA,NA,NA,0,1,NA
"SALK_083948C","PetC",2828.506,1864.092,0.655099423588991,2,0,"0.5 -> 1.5"
"SALK_083971C","PetC",1828.382,3147.57433333333,1.70681431867574,3,0,"1.5 -> Inf"
"SALK_084047C","PetC",878.263,2638.6275,3.09537245538997,2,2,"1.5 -> Inf"
"SALK_084245C","PetC",1115.1775,1928.4455,1.73507308317934,2,0,"1.5 -> Inf"
"SALK_084345C","PetC",3329.26483333333,NA,NA,6,0,NA
"SALK_084410C","PetC",134.314,794.263,5.91347886296291,1,0,"1.5 -> Inf"
"SALK_084513C","PetC",285.6715,1076.63775,4.94640896309636,4,10,"1.5 -> Inf"
"SALK_084566C","PetC",2543.7295,6297.6145,2.56321158251909,2,0,"1.5 -> Inf"
"SALK_084573C","PetC",1745.6525,2284.567,1.31444264579697,2,0,"0.5 -> 1.5"
"SALK_084713C","PetC",1768.092,2124.006,1.23205989371207,2,0,"0.5 -> 1.5"
"SALK_084760C","PetC",1754.238,1472.592,0.837579183508315,2,0,"0.5 -> 1.5"
"SALK_084790C","PetC",769.667,1483.642,3.26867143131786,2,1,"1.5 -> Inf"
"SALK_084804C","PetC",NA,NA,NA,0,1,NA
"SALK_084831C","PetC",1405.092,2419.3595,1.72256262048978,2,0,"1.5 -> Inf"
"SALK_084855C","PetC",1528.678,2072.799,1.35594219318915,1,0,"0.5 -> 1.5"
"SALK_084914C","PetC",NA,NA,NA,0,1,NA
"SALK_084998C","PetC",1003.92,404.263,0.402684476850745,1,4,"0 -> 0.5"
"SALK_085034C","PetC",NA,2469.6275,NA,2,2,NA
"SALK_085085C","PetC",1378.738,2604.8345,1.88183442677142,2,2,"1.5 -> Inf"
"SALK_085087C","PetC",933.0175,7188.5565,11.1789447178318,2,0,"1.5 -> Inf"
"SALK_085095C","PetC",86.6925,3169.6025,49.0113243151792,2,1,"1.5 -> Inf"
"SALK_085179C","PetC",NA,NA,NA,0,1,NA
"SALK_085183C","PetC",NA,NA,NA,0,2,NA
"SALK_085198C","PetC",NA,NA,NA,0,2,NA
"SALK_085202C","PetC",520.349,581.203,1.08353265762033,2,1,"0.5 -> 1.5"
"SALK_085242C","PetC",NA,NA,NA,0,2,NA
"SALK_085271C","PetC",NA,NA,NA,0,4,NA
"SALK_085294C","PetC",1057.349,1358.4095,1.26817718055865,2,0,"0.5 -> 1.5"
"SALK_085304C","PetC",NA,NA,NA,0,2,NA
"SALK_085349C","PetC",NA,1988.971,NA,1,0,NA
"SALK_085375C","PetC",NA,NA,NA,0,1,NA
"SALK_085378C","PetC",NA,NA,NA,0,3,NA
"SALK_085411C","PetC",NA,NA,NA,0,7,NA
"SALK_085435C","PetC",513.556,592.971,1.15463746894204,1,2,"0.5 -> 1.5"
"SALK_085456C","PetC",1584.795,4101.1945,2.02664393357178,2,1,"1.5 -> Inf"
"SALK_085467C","PetC",NA,NA,NA,0,2,NA
"SALK_085468C","PetC",NA,NA,NA,0,1,NA
"SALK_085481C","PetC",2091.774,1585.5665,0.755512556047816,2,0,"0.5 -> 1.5"
"SALK_085482C","PetC",721.82,3950.912,5.47354188024715,1,4,"1.5 -> Inf"
"SALK_085484C","PetC",NA,NA,NA,0,2,NA
"SALK_085486C","PetC",237.314,1931.385,8.13852111548413,1,1,"1.5 -> Inf"
"SALK_085636C","PetC",NA,NA,NA,0,4,NA
"SALK_085688C","PetC",NA,NA,NA,0,4,NA
"SALK_085727C","PetC",55.071,1317.678,23.9268943727189,1,0,"1.5 -> Inf"
"SALK_085761C","PetC",17.243,1653.799,95.9113263353245,1,0,"1.5 -> Inf"
"SALK_085790C","PetC",NA,NA,NA,0,3,NA
"SALK_085822C","PetC",390.607,1366.678,3.49885690732629,1,2,"1.5 -> Inf"
"SALK_085850C","PetC",433.314,2271.263,5.24161001029277,1,0,"1.5 -> Inf"
"SALK_085865C","PetC",1004.092,2675.6235,3.27563808894006,2,4,"1.5 -> Inf"
"SALK_085866C","PetC",1856.799,1570.678,0.845906315115422,1,0,"0.5 -> 1.5"
"SALK_085915C","PetC",NA,NA,NA,0,2,NA
"SALK_085941C","PetC",NA,NA,NA,0,2,NA
"SALK_085987C","PetC",79.607,2658.6525,36.1338324519201,2,0,"1.5 -> Inf"
"SALK_086027C","PetC",NA,NA,NA,0,1,NA
"SALK_086120C","PetC",NA,NA,NA,0,7,NA
"SALK_086125C","PetC",398.728,1606.385,4.02877400132421,1,0,"1.5 -> Inf"
"SALK_086147C","PetC",659.142,2055.385,3.11827345245789,1,0,"1.5 -> Inf"
"SALK_086181C","PetC",NA,NA,NA,0,4,NA
"SALK_086240C","PetC",NA,2647.53,NA,3,0,NA
"SALK_086252C","PetC",NA,NA,NA,0,2,NA
"SALK_086405C","PetC",NA,NA,NA,0,4,NA
"SALK_086455C","PetC",NA,NA,NA,0,1,NA
"SALK_086457C","PetC",3445.2545,5977.437,1.74613815434061,2,4,"1.5 -> Inf"
"SALK_086508C","PetC",138.192,2827.87,20.4633408590946,1,2,"1.5 -> Inf"
"SALK_086548C","PetC",1378.799,2095.799,1.52001778359282,1,0,"1.5 -> Inf"
"SALK_086554C","PetC",NA,NA,NA,0,2,NA
"SALK_086563C","PetC",NA,NA,NA,0,2,NA
"SALK_086565C","PetC",77.778,2571.799,33.0658926688781,1,0,"1.5 -> Inf"
"SALK_086616C","PetC",NA,NA,NA,0,7,NA
"SALK_086623C","PetC",1138.385,791.556,0.695332422686525,1,0,"0.5 -> 1.5"
"SALK_086642C","PetC",1618.74166666667,1450.78625,5.69750868274541,4,3,"1.5 -> Inf"
"SALK_086656C","PetC",1250.37466666667,3064.86,2.4651686050842,3,0,"1.5 -> Inf"
"SALK_086768C","PetC",1011.031,2167.299,2.2149851269149,2,0,"1.5 -> Inf"
"SALK_086773C","PetC",1139.20633333333,2462.68466666667,2.39691948717428,3,0,"1.5 -> Inf"
"SALK_086834C","PetC",1959.303,NA,NA,6,0,NA
"SALK_086887C","PetC",1546.7135,2227.2485,1.44139458558715,2,3,"0.5 -> 1.5"
"SALK_086890C","PetC",NA,NA,NA,0,2,NA
"SALK_086894C","PetC",1986.53,4880.57575,3.1288876328705,4,15,"1.5 -> Inf"
"SALK_086904C","PetC",1038.7635,2903.8345,3.18647212979306,2,0,"1.5 -> Inf"
"SALK_086938C","PetC",738.7635,2721.981,3.84890371119304,2,0,"1.5 -> Inf"
"SALK_087015C","PetC",1066.945,659.4705,0.603066837220377,2,0,"0.5 -> 1.5"
"SALK_087050C","PetC",1610.7135,921.0315,0.576566837698705,2,0,"0.5 -> 1.5"
"SALK_087083C","PetC",155.899,1457.799,9.35091950557733,1,2,"1.5 -> Inf"
"SALK_087157C","PetC",730.728,2680.971,3.66890416132952,1,0,"1.5 -> Inf"
"SALK_087164C","PetC",1712.2284,3030.8095,NA,7,2,NA
"SALK_087247C","PetC",1556.0315,2726.274,1.75196641276177,2,0,"1.5 -> Inf"
"SALK_087435C","PetC",812.006,2162.1025,2.66907439624525,2,2,"1.5 -> Inf"
"SALK_087493C","PetC",1764.9478,2174.5828,1.39530887242735,5,0,"0.5 -> 1.5"
"SALK_087519C","PetC",2723.002,3669.537,1.34676602165671,2,0,"0.5 -> 1.5"
"SALK_087702C","PetC",2613.506,1502.263,0.574807557357817,1,1,"0.5 -> 1.5"
"SALK_087720C","PetC",6490.754,1745.2695,0.240065377779976,3,1,"0 -> 0.5"
"SALK_087804C","PetC",675.2025,1843.5315,3.1221111932826,2,1,"1.5 -> Inf"
"SALK_087836C","PetC",476.92,2042.255,4.28217520758198,1,0,"1.5 -> Inf"
"SALK_087870C","PetC",1613.7385,1279.5565,0.776126586563396,2,0,"0.5 -> 1.5"
"SALK_088114C","PetC",539.3345,205.2885,0.355292491802546,2,11,"0 -> 0.5"
"SALK_088140C","PetC",2519.712,8442.56566666667,4.71087740610873,3,4,"1.5 -> Inf"
"SALK_088171C","PetC",NA,NA,NA,0,2,NA
"SALK_088253C","PetC",824.944,2645.998,3.04271946755305,3,0,"1.5 -> Inf"
"SALK_088381C","PetC",248.607,2277.335,9.16038164653449,1,2,"1.5 -> Inf"
"SALK_088429C","PetC",1887.138,2499.488,1.15272138229017,3,0,"0.5 -> 1.5"
"SALK_088445C","PetC",1652.87,6150.28,3.69573433300874,2,2,"1.5 -> Inf"
"SALK_088636C","PetC",575.597,546.068,1.0789459386586,3,0,"0.5 -> 1.5"
"SALK_088683C","PetC",1086.343,NA,NA,5,1,NA
"SALK_088702C","PetC",1071.42533333333,1149.14933333333,0.879962407983506,3,0,"0.5 -> 1.5"
"SALK_088721C","PetC",4003.075,NA,NA,5,0,NA
"SALK_088750C","PetC",1869.0065,1780.8595,0.982853959914275,2,0,"0.5 -> 1.5"
"SALK_088757C","PetC",2307.68166666667,3873.241,1.61558987386131,3,0,"1.5 -> Inf"
"SALK_088763C","PetC",1243.738,2211.213,1.76893162604091,2,0,"1.5 -> Inf"
"SALK_088833C","PetC",4802.0004,NA,NA,5,0,NA
"SALK_088862C","PetC",NA,NA,NA,0,1,NA
"SALK_088875C","PetC",1772.299,1080.678,0.613735515909235,2,0,"0.5 -> 1.5"
"SALK_088888C","PetC",2703.8155,777.799,0.2781990643881,2,2,"0 -> 0.5"
"SALK_089300C","PetC",968.678,573.7025,0.579404058553675,2,4,"0.5 -> 1.5"
"SALK_089683C","PetC",1046.92,2283.213,2.18088583654912,1,0,"1.5 -> Inf"
"SALK_089798C","PetC",NA,NA,NA,0,9,NA
"SALK_089917C","PetC",1509.07933333333,828.37,17.7939460280217,3,0,"1.5 -> Inf"
"SALK_089931C","PetC",1463.263,2198.385,1.50238542216949,1,1,"1.5 -> Inf"
"SALK_090239C","PetC",1283.31733333333,681.351333333333,0.559741080023516,3,1,"0.5 -> 1.5"
"SALK_090508C","PetC",6885.4825,9191.483,1.32778154750158,2,0,"0.5 -> 1.5"
"SALK_090536C","PetC",76.778,1670.971,21.7636692802626,1,1,"1.5 -> Inf"
