"tagnum","line","SALK_Line","fruits.removed","alive.at.harvest","comments"
1404,"NOT-USED","NOT-USED",,,
1405,"NOT-USED","NOT-USED",,,
1406,"NOT-USED","NOT-USED",,,
1407,"NOT-USED","NOT-USED",,,
1408,"NOT-USED","NOT-USED",,,
1409,"NOT-USED","NOT-USED",,,
1410,"NOT-USED","NOT-USED",,,
1411,"NOT-USED","NOT-USED",,,
1412,"NOT-USED","NOT-USED",,,
1413,"NOT-USED","NOT-USED",,,
1414,"NOT-USED","NOT-USED",,,
1415,"NOT-USED","NOT-USED",,,
1416,"NOT-USED","NOT-USED",,,
1417,"NOT-USED","NOT-USED",,,
1418,"NOT-USED","NOT-USED",,,
1419,"NOT-USED","NOT-USED",,,
1420,"NOT-USED","NOT-USED",,,
1421,"NOT-USED","NOT-USED",,,
1422,"NOT-USED","NOT-USED",,,
1423,"NOT-USED","NOT-USED",,,
1424,"NOT-USED","NOT-USED",,,
1425,"NOT-USED","NOT-USED",,,
1426,"NOT-USED","NOT-USED",,,
1427,"NOT-USED","NOT-USED",,,
1428,"NOT-USED","NOT-USED",,,
1429,"NOT-USED","NOT-USED",,,
1430,"NOT-USED","NOT-USED",,,
1431,"NOT-USED","NOT-USED",,,
1432,"NOT-USED","NOT-USED",,,
1433,"NOT-USED","NOT-USED",,,
1434,"NOT-USED","NOT-USED",,,
1435,"NOT-USED","NOT-USED",,,
1436,"NOT-USED","NOT-USED",,,
1437,"NOT-USED","NOT-USED",,,
1438,"NOT-USED","NOT-USED",,,
1439,"NOT-USED","NOT-USED",,,
1440,"NOT-USED","NOT-USED",,,
1441,"NOT-USED","NOT-USED",,,
1442,"NOT-USED","NOT-USED",,,
1443,"NOT-USED","NOT-USED",,,
1444,"NOT-USED","NOT-USED",,,
1445,"NOT-USED","NOT-USED",,,
1446,"NOT-USED","NOT-USED",,,
1447,"NOT-USED","NOT-USED",,,
1448,"NOT-USED","NOT-USED",,,
1449,"NOT-USED","NOT-USED",,,
1450,"NOT-USED","NOT-USED",,,
1451,"NOT-USED","NOT-USED",,,
1452,"NOT-USED","NOT-USED",,,
1453,"NOT-USED","NOT-USED",,,
1454,"NOT-USED","NOT-USED",,,
1455,"NOT-USED","NOT-USED",,,
1456,"NOT-USED","NOT-USED",,,
1457,"NOT-USED","NOT-USED",,,
1458,"NOT-USED","NOT-USED",,,
1459,"NOT-USED","NOT-USED",,,
1460,"NOT-USED","NOT-USED",,,
1461,"NOT-USED","NOT-USED",,,
1462,"NOT-USED","NOT-USED",,,
1463,"NOT-USED","NOT-USED",,,
1464,"NOT-USED","NOT-USED",,,
1465,"NOT-USED","NOT-USED",,,
1466,"NOT-USED","NOT-USED",,,
1467,"NOT-USED","NOT-USED",,,
1468,"NOT-USED","NOT-USED",,,
1469,"NOT-USED","NOT-USED",,,
1470,"NOT-USED","NOT-USED",,,
1471,"NOT-USED","NOT-USED",,,
1472,"NOT-USED","NOT-USED",,,
1473,"NOT-USED","NOT-USED",,,
1474,"NOT-USED","NOT-USED",,,
1475,"NOT-USED","NOT-USED",,,
1476,"NOT-USED","NOT-USED",,,
1477,"NOT-USED","NOT-USED",,,
1478,"NOT-USED","NOT-USED",,,
1479,"NOT-USED","NOT-USED",,,
1480,"NOT-USED","NOT-USED",,,
1481,"NOT-USED","NOT-USED",,,
1482,"NOT-USED","NOT-USED",,,
1483,"NOT-USED","NOT-USED",,,
1484,"NOT-USED","NOT-USED",,,
1485,"NOT-USED","NOT-USED",,,
1486,"NOT-USED","NOT-USED",,,
1487,"NOT-USED","NOT-USED",,,
1488,"NOT-USED","NOT-USED",,,
1489,"NOT-USED","NOT-USED",,,
1490,"NOT-USED","NOT-USED",,,
1491,"NOT-USED","NOT-USED",,,
1492,"NOT-USED","NOT-USED",,,
1493,"NOT-USED","NOT-USED",,,
1494,"NOT-USED","NOT-USED",,,
1495,"NOT-USED","NOT-USED",,,
1496,"NOT-USED","NOT-USED",,,
1497,"NOT-USED","NOT-USED",,,
1498,"NOT-USED","NOT-USED",,,
1499,"NOT-USED","NOT-USED",,,
1500,"NOT-USED","NOT-USED",,,
